goId	description	size	overlap	interestGene	expect	enrichmentRatio	pValue	FDR
GO:1902531	regulation of intracellular signal transduction	1696	8	ESR1|0;IKBKB|0;IRAK1|0;MYD88|0;MAP3K7|0;TRIM25|0;IKBKG|0;SASH1|1	1.5486408653508463	5.165820029027576	2.9516948521157715e-5	0.009335826571687715
GO:1901224	positive regulation of NIK/NF-kappaB signaling	69	3	IRAK1|0;MAP3K7|0;SASH1|1	0.06300484652665589	47.61538461538462	3.0096617313457585e-5	0.009335826571687715
GO:0010468	regulation of gene expression	3930	11	RUNX3|0;ESR1|0;IKBKB|0;IRAK1|0;MYD88|0;RPL39|1;RPS18|1;MAP3K7|0;TRIM25|0;IKBKG|0;SUV39H2|0	3.588536910866053	3.065316108827559	3.0615058442817755e-5	0.009335826571687715
GO:0006955	immune response	1746	8	ESR1|0;IKBKB|0;IRAK1|0;MYD88|0;RPL39|1;MAP3K7|0;TRIM25|0;IKBKG|0	1.5942965512397274	5.017887038505595	3.661680466682249e-5	0.010955333426449136
GO:0033554	cellular response to stress	1771	8	SFN|0;IKBKB|0;IRAK1|0;MAP3K7|0;TRIM25|0;IKBKG|0;SASH1|1;SUV39H2|0	1.617124394184168	4.947052947052947	4.068107228938356e-5	0.011734405740545493
GO:0019538	protein metabolic process	5124	12	RUNX3|0;ESR1|0;SFN|0;IKBKB|0;IRAK1|0;RPL39|1;RPS18|1;MAP3K7|0;TRIM25|0;IKBKG|0;SASH1|1;SUV39H2|0	4.678794689892533	2.5647631057467124	4.070078298101798e-5	0.011734405740545493
GO:0071900	regulation of protein serine/threonine kinase activity	476	5	SFN|0;IRAK1|0;MAP3K7|0;IKBKG|0;SASH1|1	0.4346421296621479	11.503716871363931	4.214742920716219e-5	0.011934496159606622
GO:0080134	regulation of response to stress	1261	7	ESR1|0;IKBKB|0;IRAK1|0;MYD88|0;MAP3K7|0;IKBKG|0;SASH1|1	1.1514363981175808	6.079363142804857	4.472970612567906e-5	0.012443490351489346
GO:0016070	RNA metabolic process	4084	11	RUNX3|0;ESR1|0;IKBKB|0;IRAK1|0;MYD88|0;RPL39|1;RPS18|1;MAP3K7|0;TRIM25|0;IKBKG|0;SUV39H2|0	3.729156423403807	2.9497287726964516	4.552174349603533e-5	0.01244548770028676
GO:0050776	regulation of immune response	837	6	ESR1|0;IKBKB|0;IRAK1|0;MYD88|0;MAP3K7|0;IKBKG|0	0.7642761817798693	7.850565205403916	4.8688159693277555e-5	0.012898556456298494
GO:0002682	regulation of immune system process	1278	7	RUNX3|0;ESR1|0;IKBKB|0;IRAK1|0;MYD88|0;MAP3K7|0;IKBKG|0	1.1669593313198006	5.998495244974118	4.880578844534966e-5	0.012898556456298494
GO:0043406	positive regulation of MAP kinase activity	245	4	IRAK1|0;MAP3K7|0;IKBKG|0;SASH1|1	0.2237128608555173	17.880062794348508	5.4149635185352096e-5	0.014076242051379152
GO:0002376	immune system process	2539	9	RUNX3|0;ESR1|0;IKBKB|0;IRAK1|0;MYD88|0;RPL39|1;MAP3K7|0;TRIM25|0;IKBKG|0	2.3183957294373814	3.8819947283909477	6.433112950254838e-5	0.016453205169708218
GO:0035556	intracellular signal transduction	2544	9	ESR1|0;SFN|0;IKBKB|0;IRAK1|0;MYD88|0;MAP3K7|0;TRIM25|0;IKBKG|0;SASH1|1	2.3229612980262693	3.8743650217706826	6.538426984548096e-5	0.016457116935552248
GO:0034645	cellular macromolecule biosynthetic process	4293	11	RUNX3|0;ESR1|0;IKBKB|0;IRAK1|0;MYD88|0;RPL39|1;RPS18|1;MAP3K7|0;TRIM25|0;IKBKG|0;SUV39H2|0	3.9199971904193296	2.806124460212511	7.602915995574833e-5	0.018837412334660956
GO:0030522	intracellular receptor signaling pathway	270	4	ESR1|0;IRAK1|0;MAP3K7|0;IKBKG|0	0.24654070379995785	16.224501424501426	7.903774648632123e-5	0.019281562246670703
GO:0044271	cellular nitrogen compound biosynthetic process	4328	11	RUNX3|0;ESR1|0;IKBKB|0;IRAK1|0;MYD88|0;RPL39|1;RPS18|1;MAP3K7|0;TRIM25|0;IKBKG|0;SUV39H2|0	3.9519561705415462	2.783431679226504	8.262578937412446e-5	0.019851471850083204
GO:1901222	regulation of NIK/NF-kappaB signaling	98	3	IRAK1|0;MAP3K7|0;SASH1|1	0.08948514434220692	33.525117739403456	8.604090998054481e-5	0.020363443426291032
GO:0051239	regulation of multicellular organismal process	2670	9	RUNX3|0;ESR1|0;SFN|0;IKBKB|0;IRAK1|0;MYD88|0;MAP3K7|0;TRIM25|0;SASH1|1	2.4380136264662498	3.691529818496111	9.733350036289501e-5	0.022697313459623912
GO:0009059	macromolecule biosynthetic process	4421	11	RUNX3|0;ESR1|0;IKBKB|0;IRAK1|0;MYD88|0;RPL39|1;RPS18|1;MAP3K7|0;TRIM25|0;IKBKG|0;SUV39H2|0	4.036875746294865	2.724879508638839	1.027032041336362e-4	0.023602387071696658
GO:0071345	cellular response to cytokine stimulus	959	6	IKBKB|0;IRAK1|0;MYD88|0;MAP3K7|0;TRIM25|0;IKBKG|0	0.8756760553487392	6.851848881045962	1.0460357166552914e-4	0.02369569765571851
GO:0032479	regulation of type I interferon production	106	3	IRAK1|0;MYD88|0;TRIM25|0	0.0967900540844279	30.994920174165458	1.086749821317401e-4	0.02427125622060567
GO:0032606	type I interferon production	107	3	IRAK1|0;MYD88|0;TRIM25|0	0.09770316780220552	30.705248023005034	1.1175079854308656e-4	0.024611561284690605
GO:0007250	activation of NF-kappaB-inducing kinase activity	18	2	IRAK1|0;MAP3K7|0	0.01643604691999719	121.6837606837607	1.1679634355232782e-4	0.02502756242850354
GO:0007252	I-kappaB phosphorylation	18	2	IKBKB|0;MAP3K7|0	0.01643604691999719	121.6837606837607	1.1679634355232782e-4	0.02502756242850354
GO:0009605	response to external stimulus	2057	8	ESR1|0;IKBKB|0;IRAK1|0;MYD88|0;RPL39|1;TRIM25|0;IKBKG|0;SASH1|1	1.8782749174685678	4.259227403612431	1.221170433374219e-4	0.02581879941601999
GO:0038061	NIK/NF-kappaB signaling	113	3	IRAK1|0;MAP3K7|0;SASH1|1	0.10318185010887125	29.074880871341048	1.3140586720639114e-4	0.02741714258278611
GO:0090304	nucleic acid metabolic process	4544	11	RUNX3|0;ESR1|0;IKBKB|0;IRAK1|0;MYD88|0;RPL39|1;RPS18|1;MAP3K7|0;TRIM25|0;IKBKG|0;SUV39H2|0	4.1491887335815125	2.6511206663055256	1.358919887535226e-4	0.0277795038330429
GO:0071902	positive regulation of protein serine/threonine kinase activity	311	4	IRAK1|0;MAP3K7|0;IKBKG|0;SASH1|1	0.2839783662288403	14.085580014840467	1.366463580108057e-4	0.0277795038330429
GO:0034162	toll-like receptor 9 signaling pathway	20	2	IRAK1|0;MYD88|0	0.018262274355552433	109.51538461538462	1.4489183923993565e-4	0.028824748099338975
GO:0016310	phosphorylation	2107	8	RUNX3|0;ESR1|0;SFN|0;IKBKB|0;IRAK1|0;MAP3K7|0;IKBKG|0;SASH1|1	1.9239306033574488	4.158154138220584	1.4542346269452722e-4	0.028824748099338975
GO:0043405	regulation of MAP kinase activity	321	4	IRAK1|0;MAP3K7|0;IKBKG|0;SASH1|1	0.29310950340661657	13.646776899113348	1.543890992572461e-4	0.029859874481567492
GO:0044260	cellular macromolecule metabolic process	7260	13	RUNX3|0;ESR1|0;SFN|0;IKBKB|0;IRAK1|0;MYD88|0;RPL39|1;RPS18|1;MAP3K7|0;TRIM25|0;IKBKG|0;SASH1|1;SUV39H2|0	6.629205591065533	1.9610192837465565	1.5683650934206206e-4	0.029859874481567492
GO:0009966	regulation of signal transduction	2831	9	ESR1|0;SFN|0;IKBKB|0;IRAK1|0;MYD88|0;MAP3K7|0;TRIM25|0;IKBKG|0;SASH1|1	2.585024935028447	3.481591174632503	1.5711478566360348e-4	0.029859874481567492
GO:0070887	cellular response to chemical stimulus	2837	9	ESR1|0;IKBKB|0;IRAK1|0;MYD88|0;MAP3K7|0;TRIM25|0;IKBKG|0;SASH1|1;SUV39H2|0	2.590503617335113	3.474227922236382	1.598481964555365e-4	0.029859874481567492
GO:0002479	antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-dependent	21	2	IKBKB|0;IKBKG|0	0.019175388073330055	104.3003663003663	1.6006112952848817e-4	0.029859874481567492
GO:0034097	response to cytokine	1040	6	IKBKB|0;IRAK1|0;MYD88|0;MAP3K7|0;TRIM25|0;IKBKG|0	0.9496382664887265	6.318195266272189	1.6433301518858912e-4	0.030300332812156484
GO:0038093	Fc receptor signaling pathway	123	3	IKBKB|0;MAP3K7|0;IKBKG|0	0.11231298728664746	26.711069418386494	1.689473114365736e-4	0.030586033956638444
GO:0065009	regulation of molecular function	2858	9	ESR1|0;SFN|0;IKBKB|0;IRAK1|0;MYD88|0;MAP3K7|0;TRIM25|0;IKBKG|0;SASH1|1	2.6096790054084424	3.448700005383001	1.6974024015792288e-4	0.030586033956638444
GO:0006464	cellular protein modification process	3699	10	RUNX3|0;ESR1|0;SFN|0;IKBKB|0;IRAK1|0;MAP3K7|0;TRIM25|0;IKBKG|0;SASH1|1;SUV39H2|0	3.3776076420594223	2.9606754424272674	1.7777991282585948e-4	0.031207376374958563
GO:0036211	protein modification process	3699	10	RUNX3|0;ESR1|0;SFN|0;IKBKB|0;IRAK1|0;MAP3K7|0;TRIM25|0;IKBKG|0;SASH1|1;SUV39H2|0	3.3776076420594223	2.9606754424272674	1.7777991282585948e-4	0.031207376374958563
GO:0048519	negative regulation of biological process	4669	11	RUNX3|0;ESR1|0;SFN|0;IKBKB|0;IRAK1|0;MYD88|0;RPL39|1;RPS18|1;TRIM25|0;IKBKG|0;SUV39H2|0	4.263327948303716	2.580143993937097	1.7909259318416026e-4	0.031207376374958563
GO:0010033	response to organic substance	2893	9	RUNX3|0;ESR1|0;IKBKB|0;IRAK1|0;MYD88|0;MAP3K7|0;TRIM25|0;IKBKG|0;SASH1|1	2.6416379855306595	3.406977053364886	1.8739946679446895e-4	0.032299927662607544
GO:0035666	TRIF-dependent toll-like receptor signaling pathway	24	2	IKBKB|0;IKBKG|0	0.02191472922666292	91.26282051282053	2.1004118290268714e-4	0.035813150938579674
GO:0050852	T cell receptor signaling pathway	133	3	IKBKB|0;MAP3K7|0;IKBKG|0	0.12144412446442368	24.702718334297284	2.1286440244749905e-4	0.035908413080957366
GO:0010467	gene expression	4770	11	RUNX3|0;ESR1|0;IKBKB|0;IRAK1|0;MYD88|0;RPL39|1;RPS18|1;MAP3K7|0;TRIM25|0;IKBKG|0;SUV39H2|0	4.3555524337992555	2.5255120141912593	2.2250812600954628e-4	0.037140119517193426
GO:0016032	viral process	679	5	IKBKB|0;IRAK1|0;MAP3K7|0;TRIM25|0;IKBKG|0	0.6200042143710051	8.064461311883994	2.2719655385872173e-4	0.03730286504566546
GO:0042590	antigen processing and presentation of exogenous peptide antigen via MHC class I	25	2	IKBKB|0;IKBKG|0	0.02282784294444054	87.6123076923077	2.2818805003654852e-4	0.03730286504566546
GO:0042221	response to chemical	3820	10	RUNX3|0;ESR1|0;IKBKB|0;IRAK1|0;MYD88|0;MAP3K7|0;TRIM25|0;IKBKG|0;SASH1|1;SUV39H2|0	3.4880944019105145	2.866894885219493	2.3805930937026432e-4	0.0385194537620845
GO:0000187	activation of MAPK activity	142	3	IRAK1|0;MAP3K7|0;IKBKG|0	0.12966214792442227	23.137053087757316	2.582117206096912e-4	0.04135821468391792
GO:0002756	MyD88-independent toll-like receptor signaling pathway	27	2	IKBKB|0;IKBKG|0	0.024654070379995785	81.12250712250713	2.6670509055592984e-4	0.041706385074158275
GO:1901564	organonitrogen compound metabolic process	6041	12	RUNX3|0;ESR1|0;SFN|0;IKBKB|0;IRAK1|0;RPL39|1;RPS18|1;MAP3K7|0;TRIM25|0;IKBKG|0;SASH1|1;SUV39H2|0	5.516119969094612	2.1754421708071767	2.6788452270820606e-4	0.041706385074158275
GO:0001959	regulation of cytokine-mediated signaling pathway	144	3	IKBKB|0;IRAK1|0;IKBKG|0	0.1314883753599775	22.81570512820513	2.690718316358254e-4	0.041706385074158275
GO:0043412	macromolecule modification	3875	10	RUNX3|0;ESR1|0;SFN|0;IKBKB|0;IRAK1|0;MAP3K7|0;TRIM25|0;IKBKG|0;SASH1|1;SUV39H2|0	3.538315656388284	2.8262034739454096	2.709060769778837e-4	0.041706385074158275
GO:0006355	regulation of transcription, DNA-templated	3057	9	RUNX3|0;ESR1|0;IKBKB|0;IRAK1|0;MYD88|0;MAP3K7|0;TRIM25|0;IKBKG|0;SUV39H2|0	2.7913886352461894	3.224201706046652	2.9281486680243773e-4	0.04464582060467553
GO:0045859	regulation of protein kinase activity	724	5	SFN|0;IRAK1|0;MAP3K7|0;IKBKG|0;SASH1|1	0.6610943316709981	7.563217169570761	3.066802815925307e-4	0.046314564049645325
GO:0060759	regulation of response to cytokine stimulus	154	3	IKBKB|0;IRAK1|0;IKBKG|0	0.14061951253775373	21.334165834165834	3.278244473142733e-4	0.048727652809066234
GO:1903506	regulation of nucleic acid-templated transcription	3106	9	RUNX3|0;ESR1|0;IKBKB|0;IRAK1|0;MYD88|0;MAP3K7|0;TRIM25|0;IKBKG|0;SUV39H2|0	2.8361312074172926	3.1733369656743777	3.3281786696592874e-4	0.048727652809066234
GO:0071310	cellular response to organic substance	2367	8	ESR1|0;IKBKB|0;IRAK1|0;MYD88|0;MAP3K7|0;TRIM25|0;IKBKG|0;SASH1|1	2.1613401699796304	3.7014071690877777	3.3647834006966804e-4	0.048727652809066234
GO:0044403	symbiont process	739	5	IKBKB|0;IRAK1|0;MAP3K7|0;TRIM25|0;IKBKG|0	0.6747910374376624	7.4097012594982825	3.374271667969664e-4	0.048727652809066234
GO:2001141	regulation of RNA biosynthetic process	3112	9	RUNX3|0;ESR1|0;IKBKB|0;IRAK1|0;MYD88|0;MAP3K7|0;TRIM25|0;IKBKG|0;SUV39H2|0	2.8416098897239586	3.1672187067431286	3.380236998800079e-4	0.048727652809066234
